CID;LAC;NET;RXL;TYPE;LAT;LON;SPEED;DATE;TIME;N1CID;N1LAC;N1RXL;N2CID;N2LAC;N2RXL;N3CID;N3LAC;N3RXL;N4CID;N4LAC;N4RXL;N5CID;N5LAC;N5RXL;N6CID;N6LAC;N6RXL
54126;10421;46692;-113;HSDPA;24.06423;120.60800;183 km/h;2012/03/16;22:41:45;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;HSDPA;24.06423;120.60800;183 km/h;2012/03/16;22:41:46;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;HSDPA;24.06423;120.60800;183 km/h;2012/03/16;22:41:47;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:48;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:49;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-115;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:50;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:51;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:52;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-113;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:53;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:54;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:55;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:56;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:57;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:58;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:41:59;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:00;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:01;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:02;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:03;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:04;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:05;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:06;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:07;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;46692;-89;UMTS;24.10902;120.61786;0 km/h;2012/03/16;22:42:08;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:09;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:10;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:11;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:12;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:13;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:14;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:15;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:16;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:17;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:18;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:19;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:20;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:21;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:22;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:23;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:24;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:25;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:26;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:27;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:28;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:29;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:30;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:31;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:32;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:33;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:34;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:35;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:36;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:37;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:38;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:39;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:40;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:41;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:42;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:43;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:44;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:45;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:46;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:47;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:48;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:49;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:50;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:51;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:52;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:53;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:54;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:55;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:56;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:57;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:58;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:42:59;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:00;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:01;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:02;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:03;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:04;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:05;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:06;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:07;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:08;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:09;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:10;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:11;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:12;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:13;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:14;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:15;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:16;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:17;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
54126;10421;00000;-115;n/a;24.10902;120.61786;0 km/h;2012/03/16;22:43:18;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
