CID;LAC;NET;RXL;TYPE;LAT;LON;SPEED;DATE;TIME;N1CID;N1LAC;N1RXL;N2CID;N2LAC;N2RXL;N3CID;N3LAC;N3RXL;N4CID;N4LAC;N4RXL;N5CID;N5LAC;N5RXL;N6CID;N6LAC;N6RXL
57269;10704;46692;-69;HSDPA;22.64087;120.30873;47 km/h;2012/03/17;23:13:20;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64090;120.30857;48 km/h;2012/03/17;23:13:21;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64091;120.30845;47 km/h;2012/03/17;23:13:22;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64089;120.30832;47 km/h;2012/03/17;23:13:23;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64090;120.30818;50 km/h;2012/03/17;23:13:24;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64091;120.30806;49 km/h;2012/03/17;23:13:25;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64092;120.30792;50 km/h;2012/03/17;23:13:26;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64093;120.30778;50 km/h;2012/03/17;23:13:27;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64095;120.30766;50 km/h;2012/03/17;23:13:28;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64097;120.30752;50 km/h;2012/03/17;23:13:29;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64098;120.30739;50 km/h;2012/03/17;23:13:30;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64098;120.30725;50 km/h;2012/03/17;23:13:31;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64099;120.30712;50 km/h;2012/03/17;23:13:32;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64098;120.30700;49 km/h;2012/03/17;23:13:33;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64099;120.30685;50 km/h;2012/03/17;23:13:34;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-71;HSDPA;22.64097;120.30672;50 km/h;2012/03/17;23:13:35;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-71;HSDPA;22.64097;120.30660;49 km/h;2012/03/17;23:13:36;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-71;HSDPA;22.64097;120.30647;48 km/h;2012/03/17;23:13:37;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64099;120.30633;49 km/h;2012/03/17;23:13:38;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64101;120.30620;48 km/h;2012/03/17;23:13:39;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64103;120.30607;49 km/h;2012/03/17;23:13:40;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64104;120.30598;47 km/h;2012/03/17;23:13:41;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64107;120.30584;48 km/h;2012/03/17;23:13:42;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-69;HSDPA;22.64109;120.30573;48 km/h;2012/03/17;23:13:43;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64110;120.30561;47 km/h;2012/03/17;23:13:44;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64111;120.30548;46 km/h;2012/03/17;23:13:45;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64111;120.30536;46 km/h;2012/03/17;23:13:46;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64112;120.30525;41 km/h;2012/03/17;23:13:47;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64113;120.30514;40 km/h;2012/03/17;23:13:48;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-67;HSDPA;22.64114;120.30506;34 km/h;2012/03/17;23:13:49;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64113;120.30500;28 km/h;2012/03/17;23:13:50;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64114;120.30501;11 km/h;2012/03/17;23:13:51;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-65;HSDPA;22.64114;120.30499;5 km/h;2012/03/17;23:13:52;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30499;0 km/h;2012/03/17;23:13:53;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30498;0 km/h;2012/03/17;23:13:54;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30498;0 km/h;2012/03/17;23:13:55;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:13:56;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:13:57;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:13:58;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:13:59;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:14:00;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30497;0 km/h;2012/03/17;23:14:01;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:02;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:03;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-63;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:04;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:05;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:06;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:07;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:08;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:09;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:10;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:11;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:12;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:13;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-59;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:14;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-59;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:15;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-59;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:16;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:17;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:18;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:19;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;UMTS;22.64114;120.30496;0 km/h;2012/03/17;23:14:20;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57269;10704;46692;-61;UMTS;22.64114;120.30496;0 km/h;2012/03/17;23:14:21;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-61;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:22;-1;-1;-72;-1;-1;-78;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:23;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:24;-1;-1;-73;-1;-1;-79;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:25;-1;-1;-71;-1;-1;-77;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:26;-1;-1;-75;-1;-1;-79;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;HSDPA;22.64114;120.30496;0 km/h;2012/03/17;23:14:27;-1;-1;-71;-1;-1;-82;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-65;UMTS;22.64114;120.30495;4 km/h;2012/03/17;23:14:28;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;UMTS;22.64115;120.30493;8 km/h;2012/03/17;23:14:29;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;UMTS;22.64114;120.30489;13 km/h;2012/03/17;23:14:30;-1;-1;-69;-1;-1;-78;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;UMTS;22.64114;120.30486;13 km/h;2012/03/17;23:14:31;-1;-1;-68;-1;-1;-72;-1;-1;-76;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-69;UMTS;22.64114;120.30483;13 km/h;2012/03/17;23:14:32;-1;-1;-67;-1;-1;-69;-1;-1;-75;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-69;UMTS;22.64115;120.30479;14 km/h;2012/03/17;23:14:33;-1;-1;-72;-1;-1;-73;-1;-1;-87;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-69;UMTS;22.64116;120.30475;15 km/h;2012/03/17;23:14:34;-1;-1;-71;-1;-1;-73;-1;-1;-85;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-71;UMTS;22.64118;120.30469;18 km/h;2012/03/17;23:14:35;-1;-1;-67;-1;-1;-69;-1;-1;-81;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-71;HSDPA;22.64120;120.30462;22 km/h;2012/03/17;23:14:36;-1;-1;-78;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-71;HSDPA;22.64119;120.30453;25 km/h;2012/03/17;23:14:37;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64120;120.30444;28 km/h;2012/03/17;23:14:38;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64120;120.30432;32 km/h;2012/03/17;23:14:39;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64120;120.30422;35 km/h;2012/03/17;23:14:40;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64119;120.30410;38 km/h;2012/03/17;23:14:41;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64120;120.30396;41 km/h;2012/03/17;23:14:42;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64121;120.30385;41 km/h;2012/03/17;23:14:43;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64125;120.30372;41 km/h;2012/03/17;23:14:44;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64126;120.30361;43 km/h;2012/03/17;23:14:45;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64126;120.30349;43 km/h;2012/03/17;23:14:46;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
57558;10704;46692;-67;HSDPA;22.64126;120.30337;44 km/h;2012/03/17;23:14:47;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115;n/a;n/a;-115
